evaluation_id,user_id,od_id,origin_location_id,destination_location_id,planned_departure_time,adjustable_minutes,candidate_index,candidate_departure_time,offset_minutes,is_original_time,route_candidate_id,mapping_quality,mapping_search_mode,mapping_coverage_percent,mapping_connectivity_percent,mapping_length_ratio,matched_link_count,route_distance_m,route_time_sec
EVAL_000021453,user_05666,OD_000009,ORG_008,EXT_013,17:10,30,7,17:15,5,False,A,recovered,controlled_recovery,92.45,98.86,0.9942,89,26744,
EVAL_000021454,user_05666,OD_000009,ORG_008,EXT_013,17:10,30,7,17:15,5,False,B,good,strict,93.47,100.0,1.0038,81,28302,
EVAL_000021455,user_05666,OD_000009,ORG_008,EXT_013,17:10,30,7,17:15,5,False,C,good,strict,99.25,100.0,0.9946,153,22775,
EVAL_000021456,user_05666,OD_000009,ORG_008,EXT_013,17:10,30,8,17:20,10,False,A,recovered,controlled_recovery,92.45,98.86,0.9942,89,26744,
EVAL_000021457,user_05666,OD_000009,ORG_008,EXT_013,17:10,30,8,17:20,10,False,B,good,strict,93.47,100.0,1.0038,81,28302,
EVAL_000021458,user_05666,OD_000009,ORG_008,EXT_013,17:10,30,8,17:20,10,False,C,good,strict,99.25,100.0,0.9946,153,22775,
EVAL_000021459,user_05666,OD_000009,ORG_008,EXT_013,17:10,30,9,17:25,15,False,A,recovered,controlled_recovery,92.45,98.86,0.9942,89,26744,
EVAL_000021460,user_05666,OD_000009,ORG_008,EXT_013,17:10,30,9,17:25,15,False,B,good,strict,93.47,100.0,1.0038,81,28302,
EVAL_000021461,user_05666,OD_000009,ORG_008,EXT_013,17:10,30,9,17:25,15,False,C,good,strict,99.25,100.0,0.9946,153,22775,
EVAL_000021462,user_05666,OD_000009,ORG_008,EXT_013,17:10,30,10,17:30,20,False,A,recovered,controlled_recovery,92.45,98.86,0.9942,89,26744,
EVAL_000021463,user_05666,OD_000009,ORG_008,EXT_013,17:10,30,10,17:30,20,False,B,good,strict,93.47,100.0,1.0038,81,28302,
EVAL_000021464,user_05666,OD_000009,ORG_008,EXT_013,17:10,30,10,17:30,20,False,C,good,strict,99.25,100.0,0.9946,153,22775,
EVAL_000021465,user_05666,OD_000009,ORG_008,EXT_013,17:10,30,11,17:35,25,False,A,recovered,controlled_recovery,92.45,98.86,0.9942,89,26744,
EVAL_000021466,user_05666,OD_000009,ORG_008,EXT_013,17:10,30,11,17:35,25,False,B,good,strict,93.47,100.0,1.0038,81,28302,
EVAL_000021467,user_05666,OD_000009,ORG_008,EXT_013,17:10,30,11,17:35,25,False,C,good,strict,99.25,100.0,0.9946,153,22775,
EVAL_000021468,user_05666,OD_000009,ORG_008,EXT_013,17:10,30,12,17:40,30,False,A,recovered,controlled_recovery,92.45,98.86,0.9942,89,26744,
EVAL_000021469,user_05666,OD_000009,ORG_008,EXT_013,17:10,30,12,17:40,30,False,B,good,strict,93.47,100.0,1.0038,81,28302,
EVAL_000021470,user_05666,OD_000009,ORG_008,EXT_013,17:10,30,12,17:40,30,False,C,good,strict,99.25,100.0,0.9946,153,22775,
EVAL_000021471,user_05681,OD_000004,ORG_014,EXT_007,18:45,15,0,18:30,-15,False,A,recovered,controlled_recovery,90.34,98.73,0.938,80,19110,
EVAL_000021472,user_05681,OD_000004,ORG_014,EXT_007,18:45,15,0,18:30,-15,False,B,review,strict,87.64,100.0,0.9281,42,18370,
EVAL_000021473,user_05681,OD_000004,ORG_014,EXT_007,18:45,15,1,18:35,-10,False,A,recovered,controlled_recovery,90.34,98.73,0.938,80,19110,
EVAL_000021474,user_05681,OD_000004,ORG_014,EXT_007,18:45,15,1,18:35,-10,False,B,review,strict,87.64,100.0,0.9281,42,18370,
EVAL_000021475,user_05681,OD_000004,ORG_014,EXT_007,18:45,15,2,18:40,-5,False,A,recovered,controlled_recovery,90.34,98.73,0.938,80,19110,
EVAL_000021476,user_05681,OD_000004,ORG_014,EXT_007,18:45,15,2,18:40,-5,False,B,review,strict,87.64,100.0,0.9281,42,18370,
EVAL_000021477,user_05681,OD_000004,ORG_014,EXT_007,18:45,15,3,18:45,0,True,A,recovered,controlled_recovery,90.34,98.73,0.938,80,19110,
EVAL_000021478,user_05681,OD_000004,ORG_014,EXT_007,18:45,15,3,18:45,0,True,B,review,strict,87.64,100.0,0.9281,42,18370,
EVAL_000021479,user_05681,OD_000004,ORG_014,EXT_007,18:45,15,4,18:50,5,False,A,recovered,controlled_recovery,90.34,98.73,0.938,80,19110,
EVAL_000021480,user_05681,OD_000004,ORG_014,EXT_007,18:45,15,4,18:50,5,False,B,review,strict,87.64,100.0,0.9281,42,18370,
EVAL_000021481,user_05681,OD_000004,ORG_014,EXT_007,18:45,15,5,18:55,10,False,A,recovered,controlled_recovery,90.34,98.73,0.938,80,19110,
EVAL_000021482,user_05681,OD_000004,ORG_014,EXT_007,18:45,15,5,18:55,10,False,B,review,strict,87.64,100.0,0.9281,42,18370,
EVAL_000021483,user_05681,OD_000004,ORG_014,EXT_007,18:45,15,6,19:00,15,False,A,recovered,controlled_recovery,90.34,98.73,0.938,80,19110,
EVAL_000021484,user_05681,OD_000004,ORG_014,EXT_007,18:45,15,6,19:00,15,False,B,review,strict,87.64,100.0,0.9281,42,18370,
EVAL_000021485,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,0,19:15,-30,False,A,good,strict,100.0,100.0,1.0075,92,16526,
EVAL_000021486,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,0,19:15,-30,False,B,good,wide,99.07,100.0,1.0098,69,19640,
EVAL_000021487,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,0,19:15,-30,False,C,good,strict,99.92,100.0,1.0115,136,15304,
EVAL_000021488,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,1,19:20,-25,False,A,good,strict,100.0,100.0,1.0075,92,16526,
EVAL_000021489,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,1,19:20,-25,False,B,good,wide,99.07,100.0,1.0098,69,19640,
EVAL_000021490,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,1,19:20,-25,False,C,good,strict,99.92,100.0,1.0115,136,15304,
EVAL_000021491,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,2,19:25,-20,False,A,good,strict,100.0,100.0,1.0075,92,16526,
EVAL_000021492,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,2,19:25,-20,False,B,good,wide,99.07,100.0,1.0098,69,19640,
EVAL_000021493,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,2,19:25,-20,False,C,good,strict,99.92,100.0,1.0115,136,15304,
EVAL_000021494,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,3,19:30,-15,False,A,good,strict,100.0,100.0,1.0075,92,16526,
EVAL_000021495,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,3,19:30,-15,False,B,good,wide,99.07,100.0,1.0098,69,19640,
EVAL_000021496,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,3,19:30,-15,False,C,good,strict,99.92,100.0,1.0115,136,15304,
EVAL_000021497,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,4,19:35,-10,False,A,good,strict,100.0,100.0,1.0075,92,16526,
EVAL_000021498,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,4,19:35,-10,False,B,good,wide,99.07,100.0,1.0098,69,19640,
EVAL_000021499,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,4,19:35,-10,False,C,good,strict,99.92,100.0,1.0115,136,15304,
EVAL_000021500,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,5,19:40,-5,False,A,good,strict,100.0,100.0,1.0075,92,16526,
EVAL_000021501,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,5,19:40,-5,False,B,good,wide,99.07,100.0,1.0098,69,19640,
EVAL_000021502,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,5,19:40,-5,False,C,good,strict,99.92,100.0,1.0115,136,15304,
EVAL_000021503,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,6,19:45,0,True,A,good,strict,100.0,100.0,1.0075,92,16526,
EVAL_000021504,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,6,19:45,0,True,B,good,wide,99.07,100.0,1.0098,69,19640,
EVAL_000021505,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,6,19:45,0,True,C,good,strict,99.92,100.0,1.0115,136,15304,
EVAL_000021506,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,7,19:50,5,False,A,good,strict,100.0,100.0,1.0075,92,16526,
EVAL_000021507,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,7,19:50,5,False,B,good,wide,99.07,100.0,1.0098,69,19640,
EVAL_000021508,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,7,19:50,5,False,C,good,strict,99.92,100.0,1.0115,136,15304,
EVAL_000021509,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,8,19:55,10,False,A,good,strict,100.0,100.0,1.0075,92,16526,
EVAL_000021510,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,8,19:55,10,False,B,good,wide,99.07,100.0,1.0098,69,19640,
EVAL_000021511,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,8,19:55,10,False,C,good,strict,99.92,100.0,1.0115,136,15304,
EVAL_000021512,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,9,20:00,15,False,A,good,strict,100.0,100.0,1.0075,92,16526,
EVAL_000021513,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,9,20:00,15,False,B,good,wide,99.07,100.0,1.0098,69,19640,
EVAL_000021514,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,9,20:00,15,False,C,good,strict,99.92,100.0,1.0115,136,15304,
EVAL_000021515,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,10,20:05,20,False,A,good,strict,100.0,100.0,1.0075,92,16526,
EVAL_000021516,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,10,20:05,20,False,B,good,wide,99.07,100.0,1.0098,69,19640,
EVAL_000021517,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,10,20:05,20,False,C,good,strict,99.92,100.0,1.0115,136,15304,
EVAL_000021518,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,11,20:10,25,False,A,good,strict,100.0,100.0,1.0075,92,16526,
EVAL_000021519,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,11,20:10,25,False,B,good,wide,99.07,100.0,1.0098,69,19640,
EVAL_000021520,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,11,20:10,25,False,C,good,strict,99.92,100.0,1.0115,136,15304,
EVAL_000021521,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,12,20:15,30,False,A,good,strict,100.0,100.0,1.0075,92,16526,
EVAL_000021522,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,12,20:15,30,False,B,good,wide,99.07,100.0,1.0098,69,19640,
EVAL_000021523,user_05697,OD_000018,ORG_009,EXT_011,19:45,30,12,20:15,30,False,C,good,strict,99.92,100.0,1.0115,136,15304,
EVAL_000021524,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,0,18:10,-30,False,A,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021525,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,0,18:10,-30,False,B,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021526,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,0,18:10,-30,False,C,good,strict,96.86,100.0,0.9938,123,15407,
EVAL_000021527,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,1,18:15,-25,False,A,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021528,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,1,18:15,-25,False,B,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021529,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,1,18:15,-25,False,C,good,strict,96.86,100.0,0.9938,123,15407,
EVAL_000021530,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,2,18:20,-20,False,A,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021531,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,2,18:20,-20,False,B,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021532,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,2,18:20,-20,False,C,good,strict,96.86,100.0,0.9938,123,15407,
EVAL_000021533,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,3,18:25,-15,False,A,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021534,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,3,18:25,-15,False,B,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021535,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,3,18:25,-15,False,C,good,strict,96.86,100.0,0.9938,123,15407,
EVAL_000021536,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,4,18:30,-10,False,A,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021537,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,4,18:30,-10,False,B,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021538,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,4,18:30,-10,False,C,good,strict,96.86,100.0,0.9938,123,15407,
EVAL_000021539,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,5,18:35,-5,False,A,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021540,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,5,18:35,-5,False,B,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021541,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,5,18:35,-5,False,C,good,strict,96.86,100.0,0.9938,123,15407,
EVAL_000021542,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,6,18:40,0,True,A,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021543,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,6,18:40,0,True,B,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021544,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,6,18:40,0,True,C,good,strict,96.86,100.0,0.9938,123,15407,
EVAL_000021545,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,7,18:45,5,False,A,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021546,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,7,18:45,5,False,B,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021547,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,7,18:45,5,False,C,good,strict,96.86,100.0,0.9938,123,15407,
EVAL_000021548,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,8,18:50,10,False,A,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021549,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,8,18:50,10,False,B,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021550,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,8,18:50,10,False,C,good,strict,96.86,100.0,0.9938,123,15407,
EVAL_000021551,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,9,18:55,15,False,A,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021552,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,9,18:55,15,False,B,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021553,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,9,18:55,15,False,C,good,strict,96.86,100.0,0.9938,123,15407,
EVAL_000021554,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,10,19:00,20,False,A,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021555,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,10,19:00,20,False,B,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021556,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,10,19:00,20,False,C,good,strict,96.86,100.0,0.9938,123,15407,
EVAL_000021557,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,11,19:05,25,False,A,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021558,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,11,19:05,25,False,B,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021559,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,11,19:05,25,False,C,good,strict,96.86,100.0,0.9938,123,15407,
EVAL_000021560,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,12,19:10,30,False,A,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021561,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,12,19:10,30,False,B,good,strict,100.0,100.0,1.004,74,19231,
EVAL_000021562,user_05699,OD_000033,ORG_013,EXT_012,18:40,30,12,19:10,30,False,C,good,strict,96.86,100.0,0.9938,123,15407,
EVAL_000021563,user_05710,OD_000031,ORG_011,HOME_019,18:25,15,0,18:10,-15,False,C,review,strict,86.15,100.0,0.8485,14,1628,
EVAL_000021564,user_05710,OD_000031,ORG_011,HOME_019,18:25,15,1,18:15,-10,False,C,review,strict,86.15,100.0,0.8485,14,1628,
EVAL_000021565,user_05710,OD_000031,ORG_011,HOME_019,18:25,15,2,18:20,-5,False,C,review,strict,86.15,100.0,0.8485,14,1628,
EVAL_000021566,user_05710,OD_000031,ORG_011,HOME_019,18:25,15,3,18:25,0,True,C,review,strict,86.15,100.0,0.8485,14,1628,
EVAL_000021567,user_05710,OD_000031,ORG_011,HOME_019,18:25,15,4,18:30,5,False,C,review,strict,86.15,100.0,0.8485,14,1628,
EVAL_000021568,user_05710,OD_000031,ORG_011,HOME_019,18:25,15,5,18:35,10,False,C,review,strict,86.15,100.0,0.8485,14,1628,
EVAL_000021569,user_05710,OD_000031,ORG_011,HOME_019,18:25,15,6,18:40,15,False,C,review,strict,86.15,100.0,0.8485,14,1628,
EVAL_000021570,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,0,17:55,-60,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021571,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,0,17:55,-60,False,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021572,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,0,17:55,-60,False,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021573,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,1,18:00,-55,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021574,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,1,18:00,-55,False,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021575,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,1,18:00,-55,False,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021576,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,2,18:05,-50,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021577,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,2,18:05,-50,False,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021578,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,2,18:05,-50,False,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021579,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,3,18:10,-45,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021580,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,3,18:10,-45,False,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021581,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,3,18:10,-45,False,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021582,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,4,18:15,-40,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021583,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,4,18:15,-40,False,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021584,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,4,18:15,-40,False,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021585,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,5,18:20,-35,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021586,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,5,18:20,-35,False,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021587,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,5,18:20,-35,False,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021588,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,6,18:25,-30,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021589,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,6,18:25,-30,False,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021590,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,6,18:25,-30,False,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021591,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,7,18:30,-25,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021592,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,7,18:30,-25,False,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021593,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,7,18:30,-25,False,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021594,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,8,18:35,-20,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021595,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,8,18:35,-20,False,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021596,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,8,18:35,-20,False,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021597,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,9,18:40,-15,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021598,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,9,18:40,-15,False,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021599,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,9,18:40,-15,False,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021600,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,10,18:45,-10,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021601,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,10,18:45,-10,False,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021602,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,10,18:45,-10,False,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021603,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,11,18:50,-5,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021604,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,11,18:50,-5,False,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021605,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,11,18:50,-5,False,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021606,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,12,18:55,0,True,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021607,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,12,18:55,0,True,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021608,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,12,18:55,0,True,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021609,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,13,19:00,5,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021610,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,13,19:00,5,False,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021611,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,13,19:00,5,False,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021612,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,14,19:05,10,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021613,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,14,19:05,10,False,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021614,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,14,19:05,10,False,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021615,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,15,19:10,15,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021616,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,15,19:10,15,False,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021617,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,15,19:10,15,False,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021618,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,16,19:15,20,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021619,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,16,19:15,20,False,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021620,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,16,19:15,20,False,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021621,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,17,19:20,25,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021622,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,17,19:20,25,False,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021623,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,17,19:20,25,False,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021624,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,18,19:25,30,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021625,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,18,19:25,30,False,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021626,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,18,19:25,30,False,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021627,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,19,19:30,35,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021628,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,19,19:30,35,False,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021629,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,19,19:30,35,False,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021630,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,20,19:35,40,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021631,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,20,19:35,40,False,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021632,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,20,19:35,40,False,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021633,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,21,19:40,45,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021634,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,21,19:40,45,False,B,good,wide,100.0,100.0,1.0089,72,19973,
EVAL_000021635,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,21,19:40,45,False,C,good,strict,99.92,100.0,1.0216,130,15089,
EVAL_000021636,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,22,19:45,50,False,A,good,strict,100.0,100.0,1.0209,91,16127,
EVAL_000021637,user_05726,OD_000016,ORG_001,EXT_011,18:55,60,22,19:45,50,False,B,good,wide,100.0,100.0,1.0089,72,19973,
